cliente,edad,flag_visita_unica,indicador_frecuencia_find_semana,indicador_frecuencia_semana,indicador_genero_mas_visto,incidencia_personal_dulceria,Numero_entradas_compradas_moda,TP_boleteria,indicador_nro_visitas_mes,indicador_estreno,indicador_promocion_especiales,indicador_promocion_nino,indicador_upselling_combo,canal_venta_preferido,indicador_cliente_prime,indicador_cliente_xtreme,total_dulceria,total_boleteria,canti_visitas_periodo,tp_cliente_dulceria,PROMEDIO_ENTRADAS_COMPRADAS,Nro_entradas_totales_comprada,TP_dul_por_entrada
8868,12,1,1,0,Dibujo animado,1,25,65.8333,0,0,0.16,1,1,Complejos,0,0,73,197.5,1,73,8.3333,25,2.92
8869,30,0,0.3333,0.6667,Ciencia Ficcion,0.33,2,58.1667,0,1,0,0,1,Tienda Web,0,0,79.5,174.5,3,39.75,3,9,8.83
8870,28,0,0.3333,0.6667,Dibujo animado,0.67,6,32.8,0,0.6667,0,0.3333,1,Tienda Web,0,0,149,164,3,74.5,4,20,7.45
8871,33,0,1,0,Dibujo animado,0,4,23.375,1,0.5,0.5714,0.5,0,Complejos,0,0,0,93.5,2,0,1.75,7,0
8872,24,0,0.2,0.8,Terror,0.4,2,16,0,0.7083,0.3966,0,0.7,Complejos,0,0,234.5,416,25,23.45,2.2308,58,4.04
8873,25,0,0,1,Accion,0,1,8.25,0,1,0.3333,0,0,Complejos,0,0,0,16.5,2,0,1.5,3,0
8874,47,1,1,0,Dibujo animado,1,2,14.25,0,0,0.5,1,1,Complejos,0,0,30,28.5,1,30,1,2,15
8875,52,1,0,1,Musical,0,2,19,0,0,0,0,1,Complejos,0,0,43.5,19,1,43.5,2,2,21.75
8876,43,0,0.5,0.5,Comedia,1,2,33.5,0,0,0.5,0,0,Tienda Web,0,0,41,67,2,20.5,2,4,10.25
8877,41,0,0,1,Comedia,0.5,6,50,0,0.5,0,0,1,Complejos,0,0,41,100,2,20.5,4,8,5.13
8878,42,0,0,1,Familiar,0.08,2,15,0,0.25,0.3846,0.0833,0,Complejos,0,0,22,240,12,11,1.625,26,0.85
8879,35,0,0.5,0.5,Accion,0.5,2,27.3333,0,0.5,0.2857,0.5,1,Complejos,0,0,54.5,82,2,54.5,2.3333,7,7.79
8880,52,0,0.5,0.5,Dibujo animado,0.5,2,11.5,0,0.5,0.5,0.5,1,Complejos,0,0,18.5,46,2,18.5,1,4,4.63
8881,29,0,0.4444,0.5556,Dibujo animado,1,3,18.6154,0,0.1111,0.1667,0.1111,0.9,Complejos,0,0,360,242,9,36,1.8462,24,15
8882,33,1,0,1,Familiar,1,5,25.3333,0,0,0.6,1,0,Complejos,0,0,34,76,1,34,1.6667,5,6.8
8883,37,0,0.3571,0.6429,Terror,0.86,2,16.1875,0,0.3077,0.3103,0,0.1667,Complejos,0,0,308,259,14,25.6667,1.8125,29,10.62
8884,27,1,0,1,Thriller,1,2,9.5,0,1,0.5,0,0,Complejos,0,0,57,19,1,28.5,1,2,28.5
8885,37,1,0,1,Aventura,1,2,40,0,0,0,0,0.8571,Complejos,1,0,353,40,1,50.4286,2,2,176.5
8886,44,0,0.4,0.6,Dibujo animado,0.3,4,28.0526,0,0.25,0,0.1,0.3333,Tienda Web,0,0.0526,230.5,533,10,38.4167,2,38,6.07
8887,29,0,0.2222,0.7778,Ciencia Ficcion,0.56,2,14.0484,0,0.44,0.1167,0.037,0.6111,Complejos,0,0,633.5,435.5,27,35.1944,1.9355,60,10.56
8888,31,1,0,1,Comedia,0,2,22,0,0,0,0,0,Tienda Web,0,0,0,22,1,0,2,2,0
8889,46,1,1,0,Ciencia Ficcion,0,5,41,0,1,0.8,1,0,Complejos,0,0,0,82,1,0,2.5,5,0
8890,38,0,0.3077,0.6923,Accion,0.31,2,18.2258,0,0.68,0.3774,0.0385,0.5,Complejos,0,0,246,565,26,30.75,1.7097,53,4.64
8891,28,0,0.3333,0.6667,Comedia,0.67,2,25.5833,1,0.5,0.5,0,0,Complejos,0,0,121,153.5,6,30.25,2.3333,14,8.64
8892,19,0,0,1,Ciencia Ficcion,0.75,2,16.3,0,0.5,0.625,0,0,Complejos,0,0,97.5,81.5,4,24.375,1.6,8,12.19
8893,27,0,0.3333,0.6667,Accion,0.33,3,18,0,0.5,0.75,0,0,Complejos,0,0,27,72,3,27,2,8,3.38
8894,25,0,0.1667,0.8333,Terror,0.67,2,19.4286,2,0.8333,0.0667,0,0.2,Tienda Web,0,0,164.5,136,6,32.9,2.1429,15,10.97
8895,20,0,0.4,0.6,Comedia,0.2,2,20,2,1,0.7273,0.2,1,Complejos,0,0,77.5,120,5,25.8333,1.8333,11,7.05
8896,34,1,1,0,Aventura,0,3,26,0,1,0,1,0,Complejos,0,1,0,52,1,0,1.5,3,0
8897,29,0,0.1875,0.8125,Accion,0.75,2,34.4353,2,0.6667,0.5625,0,0.7692,Complejos,0,0,331,585.4,16,25.4615,1.8824,32,10.34
8898,39,0,0.3333,0.6667,Ciencia Ficcion,0.4,2,28.525,0,0.6667,0.0976,0.0667,0.8,Tienda Web,0,0,216.5,570.5,15,21.65,2.05,41,5.28
8899,24,0,0.1667,0.8333,Terror,0.83,2,21.2143,0,0.3333,0.3333,0.1667,0.5,Complejos,0,0,232,148.5,6,29,1.7143,12,19.33
8900,26,0,0,1,Terror,0,2,25.5,1,0.5,1,0,0,Complejos,0,0,0,51,2,0,2,4,0
8901,24,0,1,0,Terror,0,4,32.6667,0,0.5,0.5,0.5,0,Complejos,0,0,0,98,2,0,2,6,0
8902,46,1,0,1,Ciencia Ficcion,0,1,16,0,0,0,1,0,Complejos,0,0,0,16,1,0,1,1,0
8903,33,0,1,0,Accion,0.5,6,49.5,0,1,0.6667,0,0.5,Complejos,0,0,74,99,2,37,4.5,9,8.22
8904,18,0,0,1,Animacion,0,4,10,0,0.5,1,0,1,Complejos,0,0,43,70,3,21.5,1,7,6.14
8905,41,0,0.5,0.5,Drama,0,2,38,0,0,1,0,0,Complejos,0,0,0,76,2,0,2,4,0
8906,23,0,0.3333,0.6667,Accion,0.67,2,42.1667,0,0.3333,0,0,0.5,Tienda Web,0.3333,0,91.5,126.5,3,45.75,2.3333,7,13.07
8907,32,0,1,0,Comedia,0,2,24,0,0.3333,1,0,0,Complejos,0,0,0,72,3,0,1.6667,5,0
8908,38,1,1,0,Ciencia Ficcion,1,2,14.25,0,0,0.5,1,0,Complejos,0,0,19,28.5,1,19,1,2,9.5
8909,19,1,1,0,Dibujo animado,1,2,10.5,0,0,0.5,1,1,Complejos,0,0,19,21,1,19,1,2,9.5
8910,24,0,0.5,0.5,Comedia,0.25,4,40.2,1,0,0.2857,0,0,Tienda Web,0,0,27,201,4,27,2.8,14,1.93
8911,32,1,1,0,Ciencia Ficcion,0,4,25,0,0,0.5,1,0,Complejos,0,0,0,50,1,0,2,4,0
8912,39,0,0,1,Dibujo animado,0.4,4,16.8571,0,0.4,0.5,0.2,1,Complejos,0,0,13,118,5,6.5,2.8571,20,0.65
8913,41,0,0,1,Dibujo animado,0.33,2,25.8,0,0.3333,0.5714,0.3333,0,Complejos,0,0,27,129,3,27,1.4,7,3.86
8914,79,0,0,1,Accion,0.33,4,36.6667,1,0,1,0,1,Complejos,0,0,11,110,3,11,3.3333,10,1.1
8915,35,0,0.5,0.5,Comedia,0.5,5,33.6667,0,0.5,0.4286,0.5,1,Complejos,0,0,30,101,2,30,2.3333,7,4.29
8916,36,0,0,1,Comedia,0.5,3,13.6667,0,0,1,0,0,Complejos,0,0,19,41,2,19,1.6667,5,3.8
8917,35,1,1,0,Dibujo animado,1,4,17.5,0,0,0.5,1,0,Complejos,0,0,30,35,1,30,2,4,7.5
8918,28,0,0.5,0.5,Accion,0.07,2,19.8158,0,0.5,0.4333,0.0714,0,Complejos,0,0,25,376.5,14,25,1.5789,30,0.83
8919,25,1,0,1,Ciencia Ficcion,0,5,125,0,1,1,0,0,Complejos,0,0,0,125,1,0,5,5,0
8920,40,0,0.5,0.5,Accion,0.5,2,25.9167,0,0.5,0.5833,0,0.6667,Complejos,0,0,82.5,155.5,6,27.5,2,12,6.88
8921,40,0,0.4286,0.5714,Ciencia Ficcion,0.36,2,19.8125,0,0.4286,0,0,0.4286,Tienda Web,0,0.0625,171,317,14,24.4286,2,32,5.34
8922,62,0,0.5,0.5,Thriller,0.5,2,26.75,0,0,0,0,0,Complejos,0,0,19.5,53.5,2,19.5,1.5,3,6.5
8923,28,0,0.2,0.8,Accion,0.8,2,20.8,0,0.4,0.2222,0,0.25,Tienda Web,0,0.2,136,104,5,34,1.8,9,15.11
8924,26,0,0.5,0.5,Accion,0.75,2,45.75,1,0.75,0.7778,0,0.2,Complejos,0,0,164,183,4,32.8,2.25,9,18.22
8925,37,1,1,0,Accion,0,2,34,0,1,0,0,0,Complejos,0,1,16,34,1,16,2,2,8
8926,55,0,0,1,Thriller,0.33,2,17.25,0,0,0.8571,0,0,Complejos,0,0,16,69,3,16,1.75,7,2.29
8927,40,1,1,0,Animacion,0,3,20,0,1,0.6667,1,0,Complejos,0,0,0,40,1,0,1.5,3,0
8928,57,0,0.3571,0.6429,Drama,0.36,3,39.8235,3,0.6429,0.55,0,0.4,Complejos,0,0,123,677,14,24.6,2.3529,40,3.08
8929,24,0,0.5333,0.4667,Ciencia Ficcion,0.27,1,21.1563,0,0.2667,0.0952,0,0,Tienda Web,0,0,90,338.5,15,22.5,1.3125,21,4.29
8930,25,0,0,1,Accion,0.33,2,23,0,0.6667,0.7143,0,0,Complejos,0,0,5.5,69,3,5.5,2.3333,7,0.79
8931,32,1,0,1,Animacion,0,4,24,0,1,0.5,1,0,Complejos,0,0,0,48,1,0,2,4,0
8932,23,1,1,0,Terror,1,4,4.15,0,0,0.5,0,0,Complejos,0,0,30.5,16.6,1,30.5,1,4,7.63
8933,27,1,0,1,Accion,1,4,4.15,0,0,0.5,0,0.3333,Complejos,0,0,72,16.6,1,24,1,4,18
8934,29,0,0.125,0.875,Terror,0.25,2,16.0455,0,0.5,0.5625,0,0.5,Complejos,0,0,61,176.5,8,30.5,1.4545,16,3.81
8935,52,1,0,1,Drama,1,2,28,0,0,1,0,0,Complejos,0,0,27,28,1,27,2,2,13.5
8936,32,1,1,0,Ciencia Ficcion,0,2,26,0,0,0,1,0,Complejos,0,0,0,26,1,0,2,2,0
8937,34,0,1,0,Dibujo animado,0,4,27,0,0,0,0,0,Complejos,0,0,0,54,2,0,3.5,7,0
8938,44,1,0,1,Terror,0,2,4.25,0,0,0.5,0,0,Complejos,0,0,0,8.5,1,0,1,2,0
8939,42,0,0.8696,0.1304,Accion,0.74,2,23.8966,0,0.6522,0.0364,0.0435,0.8,Tienda Web,0,0.0345,456,693,23,22.8,1.8966,55,8.29
8940,50,1,0,1,Aventura,0,2,16,0,1,0,0,0,Complejos,0,0,0,16,1,0,2,2,0
8941,32,1,0,1,Ciencia Ficcion,1,2,25,0,1,0,0,0,Complejos,0,0,35,25,1,35,2,2,17.5
8942,24,0,0.4,0.6,Terror,0,2,34.2,0,0.6,0.2,0,1,Tienda Web,0,0,18,171,5,9,2,10,1.8
8943,24,0,0,1,Ciencia Ficcion,0.17,2,17.6667,0,0.5,0.5909,0,1,Complejos,0,0,27,106,6,27,3.6667,22,1.23
8944,38,0,0.75,0.25,Dibujo animado,1,2,38,0,0.75,0,0.25,0.2,Tienda Web,0,0,169.5,228,4,33.9,1.6667,10,16.95
8945,44,0,1,0,Comedia,0.67,2,42.6667,1,0,0,0,1,Tienda Web,0,0,98.5,256,3,24.625,2,12,8.21
8946,48,0,0.2857,0.7143,Ciencia Ficcion,0.71,2,38,2,0.2857,0,0,0.8462,Complejos,0.7778,0,589,342,7,45.3077,1.5556,14,42.07
8947,23,0,0,1,Ciencia Ficcion,0.8,2,20,0,0.6,0.3846,0,0,Tienda Web,0,0,84,100,5,21,2.6,13,6.46
8948,17,0,0.1429,0.8571,Ciencia Ficcion,0,1,12.6111,0,0.7143,0.8667,0.1429,1,Complejos,0,0,48,113.5,7,24,1.6667,15,3.2
8949,21,1,0,1,Terror,1,4,18,0,0.5,0.5,0,1,Complejos,0,0,45,36,1,22.5,2,4,11.25
8950,23,0,0.6,0.4,Ciencia Ficcion,0.2,1,18.7,1,0.8,0.8333,0,1,Complejos,0,0,21,93.5,5,21,1.2,6,3.5
8951,16,0,0.5,0.5,Ciencia Ficcion,0.5,6,77,0,0.5,0.4545,0,0,Tienda Web,0,0,30.5,154,2,30.5,5.5,11,2.77
8952,29,1,1,0,Ciencia Ficcion,0,2,34,0,1,1,0,0,Complejos,0,0,0,34,1,0,2,2,0
8953,49,1,1,0,Drama,0,1,16,0,0,1,0,0,Complejos,0,0,0,16,1,0,1,1,0
8954,19,1,0,1,Terror,0,4,34,0,1,1,0,0,Complejos,0,0,0,34,1,0,4,4,0
8955,17,1,0,1,Musical,0,4,24,0,0,1,0,0,Complejos,0,0,27.5,48,1,27.5,2,4,6.88
8956,39,0,0.1667,0.8333,Accion,0.25,2,17.1944,1,0.6364,0.6,0.0833,0.5,Complejos,0,0,141,309.5,12,35.25,1.9444,35,4.03
8957,44,0,0,1,Familiar,0.67,3,29,0,0.6667,0.5556,0.3333,0.3333,Complejos,0,0.25,91,116,3,30.3333,2.25,9,10.11
8958,44,0,0.5,0.5,Familiar,1,4,35.6667,0,0.25,0.25,0.25,0.4,Complejos,0,0,216,214,4,43.2,2.6667,16,13.5
8959,65,0,1,0,Comedia,0,2,23,0,0.5,0,0,0,Complejos,0,0,0,46,2,0,2,4,0
8960,41,0,1,0,Accion,0.67,2,32.625,0,0,0.5714,0.3333,0.5,Complejos,0,0,40.5,130.5,3,20.25,1.75,7,5.79
8961,51,1,0,1,Comedia,1,1,21,0,0,1,0,0.5,Complejos,0,0,39,21,1,19.5,1,1,39
8962,35,0,0.5,0.5,Comedia,0,2,27.5,0,0,1,0,0,Complejos,0,0,0,55,2,0,2,4,0
8963,40,0,0.1333,0.8667,Ciencia Ficcion,0.73,5,22.4318,1,0.5714,0.6429,0.0667,0.1667,Complejos,0,0,404,493.5,15,33.6667,2.5455,56,7.21
8964,31,0,0.3333,0.6667,Ciencia Ficcion,0.67,2,9.7556,0,0,0.0833,0,0.25,Tienda Web,0,0,83.5,87.8,6,20.875,1.3333,12,6.96
8965,44,0,1,0,Familiar,1,4,22.4,1,0.3333,0.2,0.3333,0.6,Complejos,0,0,226,112,3,45.2,2,10,22.6
8966,43,0,0.7273,0.2727,Comedia,0.18,2,19.6,0,0.5909,0.4468,0,1,Complejos,0,0,38,784,22,7.6,1.175,47,0.81
8967,31,0,0.5,0.5,Accion,0,2,21.8333,0,0,0.8,0,1,Complejos,0,0,37.5,65.5,2,37.5,1.6667,5,7.5
8968,36,0,0.25,0.75,Dibujo animado,0.5,4,31.8571,0,0.5,0.6667,0.25,1,Complejos,0,0,90,223,4,45,2.5714,18,5
8969,41,0,0.6,0.4,Ciencia Ficcion,0.4,2,35.3333,1,0.8,0.8333,0.2,0.5,Complejos,0,0,65,212,5,32.5,2,12,5.42
8970,28,0,0.4375,0.5625,Accion,0.25,2,13.3125,0,0.5,0.7941,0,0.1429,Complejos,0,0,162,213,16,23.1429,2.125,34,4.76
8971,44,0,0,1,Accion,1,2,15,0,0.25,0,0,0,Tienda Web,0,0,136,90,5,27.2,1.8333,11,12.36
8972,36,0,0,1,Terror,1,2,26.25,0,1,1,0,0.2,Complejos,0,0,163,52.5,2,32.6,2.5,5,32.6
8973,28,0,0.2667,0.7333,Ciencia Ficcion,0.53,1,12.6111,2,0.6,0.2273,0.0667,0.25,Tienda Web,0,0,210.5,227,15,26.3125,1.2222,22,9.57
8974,22,0,0,1,Drama,0,2,25.5,0,1,1,0,0,Complejos,0,0,0,51,2,0,2.5,5,0
8975,50,1,0,1,Drama,0,2,26,0,0,0,0,0,Complejos,0,0,0,26,1,0,2,2,0
8976,37,0,1,0,Aventura,0.33,3,22.6,0,0.3333,0.75,0.3333,1,Complejos,0,0,46,113,3,23,1.6,8,5.75
8977,40,0,0.6129,0.3871,Dibujo animado,0.81,1,10.8351,0,0.6061,0.0145,0.0323,0.1852,Tienda Web,0,0,550.5,509.25,31,20.3889,1.4681,69,7.98
8978,60,0,0.6667,0.3333,Ciencia Ficcion,0,2,11,1,1,0.6,0,0,Complejos,0,0,14,33,3,14,1.6667,5,2.8
